ID,State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3600-474,3600,4/16/2020,-29.1,-65.1,-75.6,-36.4,15.1,-62.5,-81.2,-7.3,-25.7
4400-475,4400,4/16/2020,-41.4,-70.8,-81,-41.9,4.22,-76.6,-84.1,-10.7,-23.2
900-476,900,4/17/2020,-34.3,-72.2,-75.4,-38.9,16,-51.9,-81.2,-13.5,-31.4
2500-477,2500,4/17/2020,-31.2,-66.8,-75.6,-36.2,18.7,-55,-84.6,-3.78,-24.8
3400-478,3400,4/17/2020,-26.6,-61.8,-57.8,-33.5,11.6,-58,-75.9,-5.87,-20.8
3600-479,3600,4/17/2020,-27.7,-64.5,-74.6,-34.7,12.1,-61.1,-80.5,-6.6,-22.3
4400-480,4400,4/17/2020,-40.6,-71.8,-81.4,-37.9,1.93,-75.9,-82.2,-7.44,-16.5
900-481,900,4/18/2020,-33.9,-72.4,-77.2,-37.9,11.7,-52.9,-80.6,-14.4,-30.8
2500-482,2500,4/18/2020,-32.5,-66.8,-76,-36.7,10.8,-58.7,-84.4,-8.47,-26.5
3400-483,3400,4/18/2020,-26,-61.5,-59.6,-32.9,7.57,-57.2,-74.8,-6.63,-19.1
3600-484,3600,4/18/2020,-26.9,-64,-75.3,-33.5,8.2,-59.8,-80.2,-6.88,-20
4400-485,4400,4/18/2020,-41.6,-72.4,-81.6,-40.3,-3.7,-75.3,-80.3,-10.6,-16.9
900-486,900,4/19/2020,-32.1,-71.4,-77.1,-36.3,11.9,-50.7,-79.8,-12,-27.8
2500-487,2500,4/19/2020,-30,-64.7,-74.5,-34.5,13,-56.6,-85.3,-5.01,-22.8
3400-488,3400,4/19/2020,-23.4,-59.9,-60.2,-30.8,9.11,-55.6,-73.1,-3.85,-15.7
3600-489,3600,4/19/2020,-24.4,-62.7,-75.3,-32.2,9.72,-58.8,-80,-3.86,-16.2
4400-490,4400,4/19/2020,-38.8,-71.4,-83.6,-40.9,-0.175,-74.7,-78.4,-8.02,-15.6
900-491,900,4/20/2020,-30.5,-70.2,-76,-35.9,11.1,-46.4,-79.7,-11.4,-26.7
2500-492,2500,4/20/2020,-29.9,-63.3,-73.7,-35.8,6.63,-53.9,-86.1,-7.69,-22.7
3400-493,3400,4/20/2020,-22.2,-58.8,-60,-30.2,6.8,-52.1,-72.8,-4.3,-14.8
3600-494,3600,4/20/2020,-23.1,-61.4,-73.8,-30.9,6.31,-56.5,-80.1,-4.27,-14.3
4400-495,4400,4/20/2020,-35.9,-69.6,-80.3,-37,-1.23,-74,-63.9,-5.29,-9.33
900-496,900,4/21/2020,-28.2,-70,-71.2,-30.8,18.6,-43.6,-80.4,-5.78,-22
2500-497,2500,4/21/2020,-26.6,-62.2,-74.2,-30.1,16.2,-54.2,-85.1,0.623,-15.3
3400-498,3400,4/21/2020,-19,-58.4,-60,-23.9,13.9,-52.2,-72.4,2.12,-8.66
3600-499,3600,4/21/2020,-20,-60.5,-73,-25.1,13.2,-56.1,-80.1,2.05,-8.29
4400-500,4400,4/21/2020,-32.8,-68.8,-78.2,-36,6.36,-73.4,-63.8,0.916,-4.48
900-501,900,4/22/2020,-28.5,-69.6,-70.4,-32.1,16.6,-50.5,-79.3,-6.9,-22.6
2500-502,2500,4/22/2020,-26.5,-61.5,-75.8,-27.8,14.8,-53.6,-84.5,0.41,-14.8
3400-503,3400,4/22/2020,-19,-58.8,-61.4,-25.6,14.8,-51.7,-72.6,1.49,-10.3
3600-504,3600,4/22/2020,-21.3,-61,-74.8,-26.3,12.5,-58.9,-80.6,0.533,-10.2
4400-505,4400,4/22/2020,-27.6,-66.8,-76.1,-37.8,10.2,-72.7,-62.5,6.03,2.21
900-506,900,4/23/2020,-29.4,-68.8,-72,-34.1,16.1,-56.7,-81.3,-7.75,-23.4
2500-507,2500,4/23/2020,-26.8,-61,-74.4,-27.6,13.3,-53.1,-82.7,0.015,-14.2
3400-508,3400,4/23/2020,-20,-59.8,-61.6,-26.8,15.8,-52.2,-72.8,0.58,-12.4
3600-509,3600,4/23/2020,-22,-61.3,-77.4,-27.9,12.5,-58.4,-81.3,-0.422,-11.7
4400-510,4400,4/23/2020,-26.2,-66.5,-73.8,-31.2,7.36,-72.1,-64.6,3.24,-0.471
900-511,900,4/24/2020,-30.2,-67.6,-72,-34.9,14.7,-61.9,-81.9,-9.2,-24.6
2500-512,2500,4/24/2020,-27.1,-61.1,-72.1,-27.6,12.5,-55.8,-80.4,-0.854,-14.8
3400-513,3400,4/24/2020,-21.4,-60.7,-62.2,-28,15.9,-52.1,-72.9,-1.1,-15
3600-514,3600,4/24/2020,-22.6,-61.7,-77.8,-29.2,12.8,-57.6,-81.2,-1.47,-13.6
4400-515,4400,4/24/2020,-28,-64.2,-72.1,-34.5,2.77,-71.4,-65.4,-2.16,-6.14
900-516,900,4/25/2020,-30.5,-65.4,-68.3,-35.2,15.8,-61.7,-82.5,-9.79,-25.5
2500-517,2500,4/25/2020,-25.6,-57,-71.5,-27.3,15.3,-55.8,-78.9,1.41,-12.7
3400-518,3400,4/25/2020,-21.4,-60.5,-62.1,-28.6,20,-52.9,-73.7,0.231,-15.3
3600-519,3600,4/25/2020,-22.7,-61.1,-76.6,-30,14.4,-57.9,-80.9,-1.62,-14.7
4400-520,4400,4/25/2020,-25.5,-61,-69.8,-30.2,3.44,-70.8,-69.4,-0.0952,-3.04
900-521,900,4/26/2020,-30.1,-64.8,-68.6,-32.4,24.8,-64.1,-82.7,-5.97,-24.2
2500-522,2500,4/26/2020,-24.8,-56.7,-71.6,-23.2,22.4,-57,-79.4,5.69,-10.7
3400-523,3400,4/26/2020,-21.3,-60.8,-62.2,-25.5,29.2,-53.9,-74.8,4.5,-14.1
3600-524,3600,4/26/2020,-22.6,-60.6,-75.8,-26.8,21.9,-58.7,-81.7,2.26,-13.3
4400-525,4400,4/26/2020,-22.6,-61.1,-67.5,-26.5,8.06,-70.1,-71.1,1.38,-3.99
900-526,900,4/27/2020,-29.8,-64.9,-68.8,-30.7,32.7,-66.2,-82.1,-3.24,-23.2
2500-527,2500,4/27/2020,-23.4,-57.6,-71.5,-17.9,33.1,-56.6,-78.9,11.4,-8.63
3400-528,3400,4/27/2020,-20.1,-60.8,-62,-22.5,39.8,-54.6,-74.6,9.56,-12.2
3600-529,3600,4/27/2020,-21.6,-60.4,-75.9,-25.1,30.6,-59,-81.2,6.38,-12.1
4400-530,4400,4/27/2020,-23.2,-61.8,-67.9,-28.6,16.9,-70.5,-70.6,0.757,-12
900-531,900,4/28/2020,-30.9,-65,-71.4,-34.9,21.9,-67.4,-81.7,-8.07,-25.1
2500-532,2500,4/28/2020,-25.8,-58.6,-72.1,-23.5,18.4,-54.8,-79.4,1.89,-14.2
3400-533,3400,4/28/2020,-22.3,-61,-62.7,-27.9,29.5,-54.8,-75.2,2.68,-16.9
3600-534,3600,4/28/2020,-23.7,-61,-76.6,-29.5,21,-59.7,-81.3,-0.207,-16.6
4400-535,4400,4/28/2020,-23.2,-61.8,-68.8,-28.3,6.39,-70.9,-72.5,-2.72,-10.3
900-536,900,4/29/2020,-29.4,-65.2,-68.6,-32.5,23.6,-63.8,-82.7,-5.19,-22
2500-537,2500,4/29/2020,-25.3,-58,-70.8,-21,20,-58.7,-79,4.23,-11
3400-538,3400,4/29/2020,-22.1,-60.4,-61.3,-25.8,28.3,-55.8,-75.4,3.26,-15.5
3600-539,3600,4/29/2020,-22.7,-60.4,-75.7,-27.7,21.5,-57.9,-80.8,1.25,-14.6
4400-540,4400,4/29/2020,-23.8,-62.3,-69.6,-24.2,1.59,-71.2,-72.1,-6.75,-13.9
900-541,900,4/30/2020,-28.2,-65.2,-64.8,-29.3,26,-61.6,-81.1,-2.4,-19.4
2500-542,2500,4/30/2020,-24,-57.6,-72.3,-19.8,21.6,-61.2,-80.1,5.1,-10.9
3400-543,3400,4/30/2020,-21.1,-59.1,-59.8,-24.4,27.7,-54.7,-74.5,4.24,-13.5
3600-544,3600,4/30/2020,-22,-59.6,-74.1,-25.7,21.3,-57.7,-79.3,1.89,-13.5
4400-545,4400,4/30/2020,-22.7,-62.9,-70.2,-23.8,4.81,-71.6,-71.9,-0.161,-4.23
900-546,900,5/1/2020,-27.8,-64.9,-63.9,-27.5,28.1,-56.5,-79.1,-0.586,-17.8
2500-547,2500,5/1/2020,-22.5,-56.8,-71.8,-16.4,22.9,-57.6,-79.5,8.64,-5.21
3400-548,3400,5/1/2020,-19.4,-57.4,-64,-21.2,29.3,-54.7,-73,7.74,-8.97
3600-549,3600,5/1/2020,-20.5,-58.2,-74.6,-22.5,23.5,-57.9,-77.4,4.82,-10
4400-550,4400,5/1/2020,-21,-62.8,-70.7,-23.4,6.83,-71.9,-65.7,-0.733,-7.72
900-551,900,5/2/2020,-26.3,-64.8,-65,-26.4,29.6,-57.8,-76.5,3.21,-13
2500-552,2500,5/2/2020,-21.7,-58.7,-69.9,-15,25.3,-58.4,-78.5,11.1,-2.7
3400-553,3400,5/2/2020,-18.7,-55.8,-62.4,-19.9,29.6,-54.6,-71.9,9.09,-6.9
3600-554,3600,5/2/2020,-19.2,-57.1,-74.1,-20.4,25,-58.3,-77,7.72,-6.25
4400-555,4400,5/2/2020,-18.9,-63.5,-71.5,-21.5,13.5,-72.3,-60.8,2.88,-6.77
900-556,900,5/3/2020,-24.6,-64,-60.7,-24.4,32.2,-56.2,-76.1,6.08,-9.83
2500-557,2500,5/3/2020,-21.8,-59.1,-69.7,-15.8,27.1,-58.5,-75.4,12.1,-2.18
3400-558,3400,5/3/2020,-17.5,-54.3,-61.7,-19.5,29.8,-55.9,-69.9,10.7,-4.32
3600-559,3600,5/3/2020,-17.9,-56.2,-74.1,-19.3,25.5,-59.1,-75.5,9.35,-3.76
4400-560,4400,5/3/2020,-17.2,-60.9,-70.3,-20.3,10.4,-72.7,-57,5.74,1.61
900-561,900,5/4/2020,-23.5,-63.7,-59.4,-23.1,29,-55.5,-74.8,6.06,-8.42
2500-562,2500,5/4/2020,-20.1,-58.1,-70.5,-14.8,29.2,-55.2,-74.3,15.5,2.39
3400-563,3400,5/4/2020,-16.3,-54.2,-61.4,-18.5,30,-55.4,-68.9,12.1,-2.14
3600-564,3600,5/4/2020,-16.9,-56.5,-73.5,-18.7,26.5,-59,-74.2,10.7,-2.12
4400-565,4400,5/4/2020,-15.4,-61.8,-73.5,-18.4,12.7,-71.1,-69.3,11.5,11.2
900-566,900,5/5/2020,-22.7,-62.6,-59.2,-23.1,29.2,-55,-73.2,6.02,-8.57
2500-567,2500,5/5/2020,-20,-58.6,-70.6,-14.3,28.7,-55.8,-74.5,15.6,3.29
3400-568,3400,5/5/2020,-15.5,-53.5,-59.9,-18.4,30.2,-54.8,-67.3,12.9,-0.87
3600-569,3600,5/5/2020,-15.7,-55.7,-72.1,-18.2,27.2,-56.8,-72.8,11.9,-0.517
4400-570,4400,5/5/2020,-12.2,-60.9,-75.3,-15.4,11.9,-69.6,-65,11.9,13.3
900-571,900,5/6/2020,-22.4,-62.1,-61.6,-23.7,26.9,-56.2,-72.5,5.83,-7.35
2500-572,2500,5/6/2020,-19.2,-59,-70,-14.4,28.6,-55.6,-73.4,16.1,4.34
3400-573,3400,5/6/2020,-15.2,-54,-60.2,-18.5,29.3,-55.2,-66.5,13.1,0.289
3600-574,3600,5/6/2020,-15.9,-55.7,-72.1,-18.2,25.9,-56.5,-72.2,11.5,-0.211
4400-575,4400,5/6/2020,-15.2,-61.1,-77.1,-17.7,18.2,-68.1,-67.6,14.8,13
900-576,900,5/7/2020,-22,-61.5,-62.5,-24.2,24.3,-56,-75.2,4.92,-7.15
2500-577,2500,5/7/2020,-19.5,-59.4,-70.4,-13,28.7,-54.2,-74.5,16.5,5.1
3400-578,3400,5/7/2020,-14.5,-54.3,-59.8,-17.7,28.7,-55.5,-66.8,13.8,2
3600-579,3600,5/7/2020,-14.8,-55.6,-71.8,-17.3,26,-55.6,-72.9,12.7,1.95
4400-580,4400,5/7/2020,-18.8,-62.4,-79,-24.6,16.8,-66.5,-69,9.28,4.04
900-581,900,5/8/2020,-21.3,-62.3,-62.6,-23.8,25.1,-59.6,-76,5.43,-6.77
2500-582,2500,5/8/2020,-19.1,-59.1,-71.5,-14.9,29.4,-56.4,-75.7,15.9,3.2
3400-583,3400,5/8/2020,-14.1,-54,-53.5,-18.6,29.9,-55.5,-66.7,14.1,1.61
3600-584,3600,5/8/2020,-15.1,-55.4,-70.3,-18.1,26.4,-54.6,-74.3,12.1,0.394
4400-585,4400,5/8/2020,-17.4,-63.4,-69.6,-17.8,22.9,-65,-75.7,14.9,9.6
900-586,900,5/9/2020,-21.3,-63.3,-61.6,-23.3,29.3,-58.4,-77.3,5.6,-8.84
2500-587,2500,5/9/2020,-19,-59,-72.8,-14.1,31.1,-54.3,-77.9,16.5,2.85
3400-588,3400,5/9/2020,-12.9,-54.2,-52.8,-16.3,33.1,-55.6,-67.1,16,2.31
3600-589,3600,5/9/2020,-14.8,-55.5,-71.2,-17.4,29.8,-54.8,-74.3,13,-0.52
4400-590,4400,5/9/2020,-19.2,-62.9,-69.3,-19.2,25.7,-63.5,-80.1,14.1,5.63
900-591,900,5/10/2020,-22.4,-61.3,-62.6,-26,26.1,-58.8,-78.8,1.61,-13.2
2500-592,2500,5/10/2020,-18.9,-56,-72.3,-14.9,26.6,-53.5,-81,12.9,-0.0613
3400-593,3400,5/10/2020,-13.5,-51.4,-52.2,-17.5,30.6,-55.5,-67.4,13.3,-0.514
3600-594,3600,5/10/2020,-16.2,-53.3,-71,-19.9,26.3,-53.9,-75,9.44,-4.03
4400-595,4400,5/10/2020,-21.3,-60.8,-75.2,-18.5,27,-61.9,-85.7,10.5,-2.13
900-596,900,5/11/2020,-22.8,-61,-64.3,-27.7,24.3,-58.2,-79.2,0.232,-14.4
2500-597,2500,5/11/2020,-20.9,-55.5,-72.3,-16.2,20.7,-59.1,-80.7,7.3,-5.38
3400-598,3400,5/11/2020,-15.6,-50.8,-53.1,-20.1,24.4,-56,-67.4,8.34,-4.55
3600-599,3600,5/11/2020,-18.2,-52.6,-71.8,-22.2,21.2,-53.4,-76.2,4.86,-8.08
4400-600,4400,5/11/2020,-22.4,-59.9,-68.1,-18.4,21.1,-55.5,-86.1,5.21,-6.78
900-601,900,5/12/2020,-23.9,-63.3,-64,-27.8,21.3,-58.2,-80.2,0.23,-12.9
2500-602,2500,5/12/2020,-20.8,-56.2,-72.1,-14.5,20.9,-59.6,-78.8,8.35,-3.63
3400-603,3400,5/12/2020,-15.5,-52.8,-51,-18.3,24.4,-54.9,-68,9.89,-1.83
3600-604,3600,5/12/2020,-18.8,-54.2,-71.5,-21,20.3,-54.9,-76.1,5.15,-7.01
4400-605,4400,5/12/2020,-25.4,-62.7,-59,-19,21.3,-49.1,-84.3,5.83,-6.11
